REPORT_NUM,IYEAR,SIGNIFICAN,CAUSE,latitude,longitude,ONSHORE_ST,TOTAL_COST,PIPE_DIAME,MATERIAL_I,INSTALLATI,SYSTEM_PAR,HubDist,eq_count,eq_max_mag,eq_avg_depth,pipe_type
20230007,2022,YES,CORROSION FAILURE,33.877243,-118.10756,CA,9506666,16.0,CARBON STEEL,1954,"ONSHORE PIPELINE, INCLUDING VALVE SITES",7515.695699643694,314,4.8,9.119977707006369,hazardous_liquid
20170190,2017,YES,MATERIAL FAILURE OF PIPE OR WELD,41.61482,-88.05111,IL,270150,12.0,CARBON STEEL,1954,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1178653.6465192623,3,3.2,14.783333333333333,hazardous_liquid
20130074,2013,NO,CORROSION FAILURE,29.708617,-95.1625,TX,15200,,,,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",628735.5956393711,20,3.3,4.765,hazardous_liquid
20100090,2010,YES,MATERIAL FAILURE OF PIPE OR WELD,30.982,-89.21969,MS,180000,20.0,CARBON STEEL,1949,"ONSHORE PIPELINE, INCLUDING VALVE SITES",944633.9276259744,116,3.4,6.249801724137931,gas
20150383,2015,NO,INCORRECT OPERATION,32.53198,-100.83048,TX,11607,,CARBON STEEL,2006,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,323724.58005733305,3,2.8,5.583333333333333,hazardous_liquid
20210198,2021,NO,NATURAL FORCE DAMAGE,41.64338,-87.477898,IN,15534,,MATERIAL OTHER THAN CARBON STEEL,2021,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1218985.4923091105,3,3.2,14.783333333333333,hazardous_liquid
20190022,2018,YES,EQUIPMENT FAILURE,29.34572,-100.562198,TX,41424,,CARBON STEEL,2018,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,250393.9010312372,124,4.8,5.362785483870968,hazardous_liquid
20170299,2017,NO,MATERIAL FAILURE OF PIPE OR WELD,40.61248618,-74.24019281,NJ,80500,,CARBON STEEL,UNKNOWN,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",2213074.6164335464,78,3.9,8.06423076923077,hazardous_liquid
20200267,2020,NO,EQUIPMENT FAILURE,32.233953,-96.337986,TX,38932,,MATERIAL OTHER THAN CARBON STEEL,2016,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,329878.1380446184,1915,5.7,5.30116501305483,hazardous_liquid
20180041,2017,YES,CORROSION FAILURE,37.3685,-82.74407,KY,430014,10.0,CARBON STEEL,1954,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1430358.467730202,0,0.0,0.0,gas
20240185,2024,YES,EQUIPMENT FAILURE,48.03028401,-103.87890946,ND,955000,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,67520.47725944253,3,3.3,8.93,hazardous_liquid
20140235,2014,NO,EQUIPMENT FAILURE,39.13839,-94.60294,KS,4625,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,591202.9818618183,3551,5.8,5.492065615319628,hazardous_liquid
20250179,2021,YES,CORROSION FAILURE,36.1461641,-100.4415795,TX,405000,4.5,CARBON STEEL,2015,"ONSHORE PIPELINE, INCLUDING VALVE SITES",129507.71045139525,33,4.0,4.0224242424242425,hazardous_liquid
20220002,2021,YES,CORROSION FAILURE,28.294167,-93.2935,,1420002,30.0,CARBON STEEL,1975,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",855635.0616342825,0,0.0,0.0,gas
20120349,2012,YES,EQUIPMENT FAILURE,36.64234919,-94.9731575,OK,362000,,CARBON STEEL,1971,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,369112.26958748145,1915,5.7,5.30116501305483,hazardous_liquid
20100024,2010,NO,OTHER ACCIDENT CAUSE,29.71478,-95.17611,TX,30050,,CARBON STEEL,,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",627526.5099717742,20,3.3,4.765,hazardous_liquid
20180060,2018,NO,EQUIPMENT FAILURE,32.415486,-91.489712,LA,10850,,CARBON STEEL,1991,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,681337.9965129939,13,3.5,5.130769230769231,gas
20170099,2017,NO,MATERIAL FAILURE OF PIPE OR WELD,35.31704,-98.32384,OK,54114,4.5,CARBON STEEL,1976,"ONSHORE PIPELINE, INCLUDING VALVE SITES",59661.95044524825,2068,5.0,5.341645067698259,hazardous_liquid
20180349,2018,NO,EQUIPMENT FAILURE,38.602775,-90.179371,IL,4037,,MATERIAL OTHER THAN CARBON STEEL,2018,"ONSHORE PIPELINE, INCLUDING VALVE SITES",843821.5587052616,1915,5.7,5.30116501305483,hazardous_liquid
20130116,2013,YES,CORROSION FAILURE,33.863481,-118.16312222,CA,150000,,CARBON STEEL,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,12778.861144399703,314,4.8,9.119977707006369,hazardous_liquid
20150031,2015,NO,NATURAL FORCE DAMAGE,33.3949,-91.0185,MS,20696,,CARBON STEEL,1957,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,687534.8379030565,41,4.1,4.865317073170732,gas
20210146,2021,YES,INCORRECT OPERATION,29.715556,-95.180556,TX,250000,,CARBON STEEL,1972,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",627253.8634719163,20,3.3,4.765,hazardous_liquid
20220262,2022,YES,CORROSION FAILURE,31.951506,-103.786898,TX,351003,10.0,CARBON STEEL,2015,"ONSHORE PIPELINE, INCLUDING VALVE SITES",103030.5100624877,289,3.9,5.003940138408304,hazardous_liquid
20110019,2011,YES,INCORRECT OPERATION,40.6091021,-93.5536968,IA,210600,,CARBON STEEL,1949,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,688043.3025293598,1,2.8,5.0,gas
20100070,2010,YES,INCORRECT OPERATION,39.02601,-85.85146,IN,35229,,CARBON STEEL,UNKNOWN,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1207032.7832513275,78,3.9,8.06423076923077,hazardous_liquid
20110008,2010,YES,EXCAVATION DAMAGE,43.72835,-94.73,MN,362129,8.625,CARBON STEEL,1960,"ONSHORE PIPELINE, INCLUDING VALVE SITES",853608.5343858999,14,3.3,4.692142857142857,hazardous_liquid
20140297,2014,YES,NATURAL FORCE DAMAGE,39.846349,-75.459406,PA,248000,,CARBON STEEL,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,2097273.021011861,78,3.9,8.06423076923077,hazardous_liquid
20190269,2019,YES,EQUIPMENT FAILURE,29.041033,-95.366683,TX,3,,MATERIAL OTHER THAN CARBON STEEL,2010,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,687367.0247959077,1,2.9,3.12,hazardous_liquid
20130295,2013,YES,EQUIPMENT FAILURE,41.51616,-87.44906,IN,836469,,CARBON STEEL,2012,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1212785.8015051156,3,3.2,14.783333333333333,hazardous_liquid
20180357,2018,YES,EQUIPMENT FAILURE,30.63515,-91.27909,LA,277800,,MATERIAL OTHER THAN CARBON STEEL,2014,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",798321.3202114652,0,0.0,0.0,hazardous_liquid
20150077,2015,NO,EQUIPMENT FAILURE,36.81045,-97.8319,OK,1080,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",230905.05332968026,2068,5.0,5.341645067698259,hazardous_liquid
20160364,2016,YES,OTHER ACCIDENT CAUSE,30.50214,-100.58349,TX,0,,CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,275170.15510824573,124,4.8,5.362785483870968,hazardous_liquid
20220013,2021,NO,MATERIAL FAILURE OF PIPE OR WELD,33.89630126,-118.17401913,CA,40000,6.0,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",8819.175441842415,135,4.54,9.741703703703703,hazardous_liquid
20250043,2025,YES,INCORRECT OPERATION,37.6493451,-122.40801,CA,966989,,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",3349.378200684766,76,4.01,7.386565789473685,gas
20160088,2016,YES,MATERIAL FAILURE OF PIPE OR WELD,30.26667,-93.38114,LA,593860,10.75,CARBON STEEL,1962,"ONSHORE PIPELINE, INCLUDING VALVE SITES",675602.064972398,4,4.2,5.4375,hazardous_liquid
20170279,2017,YES,CORROSION FAILURE,26.189737,-97.434653,TX,110000,6.0,CARBON STEEL,1961,"ONSHORE PIPELINE, INCLUDING VALVE SITES",658821.4790853974,1,3.9,5.0,hazardous_liquid
20130046,2013,YES,EQUIPMENT FAILURE,35.726944,-101.354167,TX,30000,,CARBON STEEL,2012,"ONSHORE PIPELINE, INCLUDING VALVE SITES",200094.47780565324,33,4.0,4.0224242424242425,hazardous_liquid
20170054,2017,NO,EQUIPMENT FAILURE,36.147123,-97.370952,OK,8920,,MATERIAL OTHER THAN CARBON STEEL,2017,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,181100.09852310678,2068,5.0,5.341645067698259,hazardous_liquid
20210085,2021,YES,EQUIPMENT FAILURE,28.308802,-97.299034,TX,463322,,CARBON STEEL,1927,"ONSHORE PIPELINE, INCLUDING VALVE SITES",580320.6290040911,1,2.7,5.0,gas
20260004,2026,NO,NATURAL FORCE DAMAGE,40.32371067,-81.08066955,OH,28437,,CARBON STEEL,2021,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1640804.6378579887,2,2.6,0.0,gas
20210287,2021,NO,INCORRECT OPERATION,38.405767,-82.588245,WV,9064,,MATERIAL OTHER THAN CARBON STEEL,2021,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",1462554.5816283089,78,3.9,8.06423076923077,hazardous_liquid
20210181,2021,NO,INCORRECT OPERATION,28.94625,-95.42365,TX,33000,,CARBON STEEL,2019,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,694923.7567801347,1,2.9,3.12,hazardous_liquid
20110042,2011,NO,INCORRECT OPERATION,36.20138,-99.89379,OK,43,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,127132.84676551851,33,4.0,4.0224242424242425,hazardous_liquid
20180102,2018,NO,EQUIPMENT FAILURE,42.686499,-89.640977,WI,9497,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,1996,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,1085676.1008551645,0,0.0,0.0,gas
20180183,2018,NO,EQUIPMENT FAILURE,48.1144,-103.76725,ND,652,,CARBON STEEL,2016,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,72718.72856791358,1,3.3,5.0,hazardous_liquid
20100025,2010,YES,OTHER INCIDENT CAUSE,29.9242,-91.1239,LA,357663,12.75,CARBON STEEL,1964,"ONSHORE PIPELINE, INCLUDING VALVE SITES",858834.6209454146,2,3.0,2.7,gas
20230268,2023,YES,EXCAVATION DAMAGE,38.000445,-96.67383,KS,613031,10.0,CARBON STEEL,1955,"ONSHORE PIPELINE, INCLUDING VALVE SITES",326911.7464962577,3551,5.8,5.492065615319628,hazardous_liquid
20170100,2017,NO,INCORRECT OPERATION,30.014097,-90.855537,LA,9742,,CARBON STEEL,1967,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",872553.0293581698,0,0.0,0.0,hazardous_liquid
20100246,2010,YES,CORROSION FAILURE,33.54657,-96.36906,TX,250358,8.625,CARBON STEEL,1981,"ONSHORE PIPELINE, INCLUDING VALVE SITES",219980.0527165212,1915,5.7,5.30116501305483,hazardous_liquid
20160366,2016,YES,EQUIPMENT FAILURE,42.308506,-107.872722,WY,96222,,MATERIAL OTHER THAN CARBON STEEL,1997,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,23930.867873173196,42,3.51,6.634285714285714,hazardous_liquid
20240018,2023,NO,EQUIPMENT FAILURE,32.1472,-102.8226,TX,6332,,MATERIAL OTHER THAN CARBON STEEL,2016,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,194601.21380972015,289,3.9,5.003940138408304,hazardous_liquid
20130377,2013,NO,EQUIPMENT FAILURE,39.70736769,-89.17722989,IL,16150,,CARBON STEEL,1971,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,980137.4575409275,3,3.2,14.783333333333333,hazardous_liquid
20170120,2017,NO,EQUIPMENT FAILURE,29.630175,-95.226231,TX,35030,,CARBON STEEL,1970,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,633716.5216527152,1,2.9,3.12,hazardous_liquid
20220048,2022,NO,EQUIPMENT FAILURE,29.7587806,-94.91170555,TX,10055,,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",635311.9534814252,20,3.3,4.765,hazardous_liquid
20230015,2022,NO,CORROSION FAILURE,32.48316,-94.83723,TX,5876,20.0,CARBON STEEL,2016,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,405343.458021967,1,4.2,4.75,hazardous_liquid
20110388,2011,NO,INCORRECT OPERATION,34.79531,-97.79971,OK,26806,,CARBON STEEL,,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,46367.581578198326,34,3.43,6.371294117647059,gas
20170097,2017,NO,CORROSION FAILURE,37.682085,-98.468223,KS,99250,2.375,CARBON STEEL,1978,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,165076.6314672076,32,3.2,4.029125,gas
20100106,2010,NO,CORROSION FAILURE,35.93749,-96.74417,OK,20333,24.0,CARBON STEEL,1992,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,195789.94297737212,1915,5.7,5.30116501305483,hazardous_liquid
20250237,2025,NO,EQUIPMENT FAILURE,37.266492,-109.307894,UT,29276,,MATERIAL OTHER THAN CARBON STEEL,2010,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,80621.32804861767,5,2.9,1.0,hazardous_liquid
20120049,2012,YES,EXCAVATION DAMAGE,42.59731,-96.12534,IA,472273,24.0,CARBON STEEL,1957,"ONSHORE PIPELINE, INCLUDING VALVE SITES",686035.5051150862,1,2.8,5.0,gas
20260092,2026,YES,INCORRECT OPERATION,29.74566,-95.199088,TX,2035,,CARBON STEEL,2008,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",623466.506606331,20,3.3,4.765,hazardous_liquid
20230174,2023,YES,CORROSION FAILURE,27.812217,-97.431167,TX,175061,8.625,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",581947.0423908288,1,3.9,5.0,hazardous_liquid
20140186,2014,YES,CORROSION FAILURE,41.831164,-79.117514,PA,250000,12.5,CARBON STEEL,1971,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1849359.3180885199,78,3.9,8.06423076923077,hazardous_liquid
20180079,2018,NO,EQUIPMENT FAILURE,38.96394,-97.90979,KS,30100,,MATERIAL OTHER THAN CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",277213.3008857101,17,4.6,4.616470588235295,hazardous_liquid
20120098,2012,YES,EXCAVATION DAMAGE,33.16505,-96.63059,TX,632500,6.0,CARBON STEEL,1998,"ONSHORE PIPELINE, INCLUDING VALVE SITES",230768.6069307616,6,3.0,5.11,gas
20210230,2021,NO,MATERIAL FAILURE OF PIPE OR WELD,41.766608,-90.677566,IA,23561,8.0,CARBON STEEL,1967,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1027939.8390884708,3,3.2,14.783333333333333,hazardous_liquid
20220072,2022,YES,EQUIPMENT FAILURE,38.53345,-108.076521,CO,153886,,CARBON STEEL,UNKNOWN,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,3312.979237193716,1,2.7,3.29,gas
20120121,2012,NO,EQUIPMENT FAILURE,36.03491,-95.88848,OK,35020,,CARBON STEEL,2005,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,263322.14670312504,337,5.7,5.004068249258161,gas
20160295,2016,NO,NATURAL FORCE DAMAGE,30.4446,-92.29089,LA,10000,,CARBON STEEL,1979,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,736058.7451591631,4,4.2,5.4375,hazardous_liquid
20150050,2015,YES,NATURAL FORCE DAMAGE,45.698007,-93.996983,MN,2286812,,CARBON STEEL,1980,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1068529.633874871,14,3.3,4.692142857142857,hazardous_liquid
20130013,2012,NO,OTHER ACCIDENT CAUSE,30.479042,-91.202633,LA,0,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",814548.0957254003,0,0.0,0.0,hazardous_liquid
20240133,2024,NO,INCORRECT OPERATION,29.71901833,-95.17919497,TX,20256,,CARBON STEEL,1963,ONSHORE EQUIPMENT AND PIPING ASSOCIATED WITH BELOWGROUND STORAGE,626972.2740833416,20,3.3,4.765,hazardous_liquid
20180338,2018,NO,EQUIPMENT FAILURE,33.85702,-84.62953,GA,1016,,MATERIAL OTHER THAN CARBON STEEL,2018,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1260996.2621689423,1915,5.7,5.30116501305483,hazardous_liquid
20230075,2023,NO,EQUIPMENT FAILURE,35.957687,-96.72199,OK,8000,,MATERIAL OTHER THAN CARBON STEEL,1977,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,198783.9236907834,1915,5.7,5.30116501305483,hazardous_liquid
20200048,2020,NO,EQUIPMENT FAILURE,35.925146,-96.741851,OK,9500,,MATERIAL OTHER THAN CARBON STEEL,2003,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",195003.86814767864,1915,5.7,5.30116501305483,hazardous_liquid
20140069,2014,NO,CORROSION FAILURE,21.31668,-158.09993,HI,42333,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",285527.81391367654,181,4.45,8.375408839779006,hazardous_liquid
20200277,2020,NO,CORROSION FAILURE,32.22678,-101.39443,TX,16471,,CARBON STEEL,1929,"ONSHORE PIPELINE, INCLUDING VALVE SITES",324274.02018327976,124,4.8,5.362785483870968,hazardous_liquid
20170078,2017,YES,MATERIAL FAILURE OF PIPE OR WELD,46.495875,-88.730855,MI,1000060,16.0,CARBON STEEL,1965,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1396923.4318476473,0,0.0,0.0,gas
20250037,2025,YES,OTHER ACCIDENT CAUSE,33.806816,-84.904423,GA,5212069,36.0,CARBON STEEL,1963,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1236619.9003025005,1915,5.7,5.30116501305483,hazardous_liquid
20180385,2018,NO,INCORRECT OPERATION,41.60766736,-87.43874523,IN,5390,,CARBON STEEL,2009,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1219341.4115523747,3,3.2,14.783333333333333,hazardous_liquid
20140289,2014,YES,NATURAL FORCE DAMAGE,41.126883,-104.791108,WY,6000,,CARBON STEEL,1971,"ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",126278.19061022594,0,0.0,0.0,hazardous_liquid
20110321,2011,NO,CORROSION FAILURE,35.296047,-119.160719,CA,12250,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",16566.211718508897,32,4.27,13.037062500000001,hazardous_liquid
20220171,2022,NO,INCORRECT OPERATION,28.93435,-90.18049,,2500,12.0,CARBON STEEL,1976,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",999909.3832118564,0,0.0,0.0,hazardous_liquid
20210253,2021,YES,MATERIAL FAILURE OF PIPE OR WELD,47.049767,-93.117102,MN,488473,18.0,CARBON STEEL,1950,"ONSHORE PIPELINE, INCLUDING VALVE SITES",881235.1463960512,1,3.3,5.0,hazardous_liquid
20100137,2010,NO,EQUIPMENT FAILURE,33.59667,-81.95333,SC,26885,,CARBON STEEL,1992,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1510529.3900046558,1915,5.7,5.30116501305483,hazardous_liquid
20110149,2011,NO,EQUIPMENT FAILURE,30.32637,-93.35268,LA,541,,CARBON STEEL,2010,"ONSHORE PIPELINE, INCLUDING VALVE SITES",672526.4750380446,4,4.2,5.4375,hazardous_liquid
20140438,2014,NO,INCORRECT OPERATION,46.69354,-92.049,WI,41878,,CARBON STEEL,2014,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,1244120.962270925,14,3.3,4.692142857142857,hazardous_liquid
20110334,2011,NO,CORROSION FAILURE,28.804167,-96.793611,TX,45240,,,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",671376.6899742273,1,2.9,3.12,hazardous_liquid
20200104,2020,NO,EQUIPMENT FAILURE,27.908308,-97.417746,TX,36733,,CARBON STEEL,2019,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,580068.2779503943,1,3.9,5.0,hazardous_liquid
20120021,2010,NO,INCORRECT OPERATION,37.803255,-96.873398,KS,8867,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,305509.2071922679,3551,5.8,5.492065615319628,hazardous_liquid
20140123,2014,NO,EQUIPMENT FAILURE,43.14017,-93.35353,IA,15050,,,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,874995.941466017,17,4.6,4.616470588235295,hazardous_liquid
20150306,2015,NO,MATERIAL FAILURE OF PIPE OR WELD,36.49701,-107.74874,NM,19052,,CARBON STEEL,1983,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,79803.15295341784,0,0.0,0.0,hazardous_liquid
20100040,2010,NO,EQUIPMENT FAILURE,30.54741,-90.16677,LA,4215,,CARBON STEEL,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,891467.906275562,1915,5.7,5.30116501305483,hazardous_liquid
20170042,2017,NO,EQUIPMENT FAILURE,36.734815,-107.966102,NM,17409,,CARBON STEEL,2007,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,109484.10147563303,0,0.0,0.0,gas
20220032,2022,NO,EQUIPMENT FAILURE,41.40089,-80.28235,PA,2954,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,1989,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,1741962.76008289,4,3.2,6.05,gas
20150065,2015,YES,CORROSION FAILURE,28.506467,-91.101507,,311405,12.0,CARBON STEEL,1970,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",968922.2093999272,0,0.0,0.0,gas
20140096,2014,YES,MATERIAL FAILURE OF PIPE OR WELD,34.072025,-113.612147,AZ,131676,30.0,CARBON STEEL,1950,"ONSHORE PIPELINE, INCLUDING VALVE SITES",91540.4145018416,0,0.0,0.0,gas
20210164,2021,YES,CORROSION FAILURE,31.95389,-103.7217,TX,522275,12.0,CARBON STEEL,2016,"ONSHORE PIPELINE, INCLUDING VALVE SITES",108528.02637069744,289,3.9,5.003940138408304,hazardous_liquid
20240101,2024,NO,INCORRECT OPERATION,39.380226,-122.03241,CA,107713,,CARBON STEEL,2024,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",55380.18421802037,29,3.86,26.665137931034483,gas
20160069,2016,YES,CORROSION FAILURE,34.32184,-100.24492,TX,368240,10.0,CARBON STEEL,1927,"ONSHORE PIPELINE, INCLUDING VALVE SITES",147593.02914308678,4,2.8,5.7975,hazardous_liquid
20210159,2021,NO,CORROSION FAILURE,32.530329,-100.829707,TX,10000,,CARBON STEEL,2015,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,323832.9541770262,3,2.8,5.583333333333333,hazardous_liquid
20160236,2016,YES,MATERIAL FAILURE OF PIPE OR WELD,39.772846,-91.565859,MO,32599,,CARBON STEEL,2000,"ONSHORE PIPELINE, INCLUDING VALVE SITES",819157.3483427108,3,3.2,14.783333333333333,hazardous_liquid
20190090,2019,YES,EXCAVATION DAMAGE,38.57622,-83.46743,KY,313326,6.0,CARBON STEEL,1995,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1391701.3262828453,0,0.0,0.0,gas
20140113,2014,NO,CORROSION FAILURE,38.002629,-86.064903,IN,70588,4.0,CARBON STEEL,1992,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",1155811.2253884566,106,4.4,5.922216981132076,gas
20250149,2025,YES,EQUIPMENT FAILURE,35.01673079,-81.68385561,SC,737175,,MATERIAL OTHER THAN CARBON STEEL,1977,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1517637.379438043,1915,5.7,5.30116501305483,hazardous_liquid
20180009,2017,NO,INCORRECT OPERATION,39.632548,-87.284127,IN,662,,CARBON STEEL,UNKNOWN,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,1118805.6701105477,3,3.3,8.93,hazardous_liquid
20240021,2023,YES,CORROSION FAILURE,41.66647,-83.47099,OH,4397727,10.75,CARBON STEEL,1963,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1507584.1531640964,3,3.3,8.93,hazardous_liquid
20120022,2011,NO,EQUIPMENT FAILURE,29.750786,-95.209372,TX,1630,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,622507.7647380548,20,3.3,4.765,hazardous_liquid
20190232,2019,NO,EQUIPMENT FAILURE,30.00589,-93.97616,TX,14840,,CARBON STEEL,2017,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,661642.0555436854,0,0.0,0.0,hazardous_liquid
20110381,2011,YES,CORROSION FAILURE,29.878864,-93.986341,TX,2582100,16.0,CARBON STEEL,2010,"ONSHORE PIPELINE, INCLUDING VALVE SITES",672395.0542797566,20,3.3,4.765,hazardous_liquid
20130312,2013,NO,INCORRECT OPERATION,30.20382,-97.87389,TX,33800,,CARBON STEEL,,"ONSHORE PIPELINE, INCLUDING VALVE SITES",502378.33856670285,21,3.3,4.776190476190476,hazardous_liquid
20150359,2015,NO,EQUIPMENT FAILURE,32.0126,-102.02798,TX,8600,,MATERIAL OTHER THAN CARBON STEEL,2015,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,272744.3547012866,124,4.8,5.362785483870968,hazardous_liquid
20220244,2022,NO,INCORRECT OPERATION,29.745756,-95.202529,TX,2597,,CARBON STEEL,2013,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,623305.4471296943,20,3.3,4.765,hazardous_liquid
20210050,2021,NO,INCORRECT OPERATION,42.607755,-83.56918,MI,36464,,CARBON STEEL,UNKNOWN,"ONSHORE PIPELINE, INCLUDING VALVE SITES",1549113.977389546,2,2.6,0.725,gas
20100100,2010,NO,INCORRECT OPERATION,46.8197,-95.1489,MN,66679,,CARBON STEEL,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,737720.4132609115,1,3.3,5.0,hazardous_liquid
20150008,2014,NO,OTHER INCIDENT CAUSE,29.751603,-95.803775,TX,581,,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,2014,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,598326.1933801265,0,0.0,0.0,gas
20130175,2013,NO,EQUIPMENT FAILURE,33.826786,-98.638556,TX,825,,,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,105369.89131177684,3299,5.8,5.651424067899363,hazardous_liquid
